name,protein,fat,carbo,unit,gram,image_url,ancestry,kcal
モッツアレラ(モッツアレラチーズ),18.40,19.90,4.20,1パック,100.0,https://cdn.slism.jp/calorie/foodImages/118019.jpg,747,276
カッテージチーズ(カテージチーズ/カッテージ),26.60,9.00,3.80,1パック,200.0,https://cdn.slism.jp/calorie/foodImages/113033.jpg,747,210
飲むヨーグルト(ヨーグルト飲料),6.26,1.08,26.35,200ml(紙パック細長タイプ),216.0,https://cdn.slism.jp/calorie/foodImages/113027.jpg,747,140
バナナヨーグルト(ばななヨーグルト),4.60,3.17,25.16,１人分,190.0,https://cdn.slism.jp/calorie/foodImages/201307.jpg,747,139
牛乳(普通牛乳),6.80,7.83,9.89,200ml,206.0,https://cdn.slism.jp/calorie/foodImages/113003.jpg,747,138
生乳(せいにゅう),6.40,7.40,9.40,200ml,200.0,https://cdn.slism.jp/calorie/foodImages/113002.jpg,747,132
エメンタールチーズ(エメンタール),6.83,8.40,0.40,1切れ,25.0,https://cdn.slism.jp/calorie/foodImages/113032.jpg,747,107
低脂肪乳(低脂肪牛乳),7.90,2.08,11.44,200ml,208.0,https://cdn.slism.jp/calorie/foodImages/113005.jpg,747,96
卵(たまご/タマゴ/生卵),7.38,6.18,0.18,1個,60.0,https://cdn.slism.jp/calorie/foodImages/112004.jpg,747,91
ゆで卵(ゆでたまご/ユデタマゴ),7.74,6.00,0.18,1個,60.0,https://cdn.slism.jp/calorie/foodImages/112005.jpg,747,91
エダムチーズ(エダム),7.23,6.25,0.35,1切れ,25.0,https://cdn.slism.jp/calorie/foodImages/113031.jpg,747,89
チェダーチーズ(チェダー),5.14,6.76,0.28,スライス1枚,20.0,https://cdn.slism.jp/calorie/foodImages/113037.jpg,747,85
レーズンバター(ラムレーズンバター/干しぶどう入りバター),0.10,8.30,1.63,1個,13.0,https://cdn.slism.jp/calorie/foodImages/201390.jpg,747,84
ホイップバター(生クリームバター),0.17,8.20,0.21,1人前,13.0,https://cdn.slism.jp/calorie/foodImages/201393.jpg,747,76
ヨーグルト(プレーンヨーグルト),4.32,3.60,5.88,小鉢1杯,120.0,https://cdn.slism.jp/calorie/foodImages/113025.jpg,747,74
烏骨鶏卵(うこっけいの卵),4.80,5.20,0.16,1個,40.0,https://cdn.slism.jp/calorie/foodImages/112001.jpg,747,70
コンデンスミルク(加糖練乳/れん乳),1.56,1.66,11.26,大さじ1,20.0,https://cdn.slism.jp/calorie/foodImages/113013.jpg,747,66
母乳(人乳),1.12,3.56,7.32,100ml,101.7,https://cdn.slism.jp/calorie/foodImages/113051.jpg,747,66
卵黄(らんおう),2.81,5.70,0.02,L1個,17.0,https://cdn.slism.jp/calorie/foodImages/112010.jpg,747,66
やぎ乳(山羊乳/やぎミルク),3.10,3.60,4.50,100ml,100.0,https://cdn.slism.jp/calorie/foodImages/113052.jpg,747,63
プロセスチーズ(アメリカンチーズ),4.09,4.68,0.23,スライス1枚,18.0,https://cdn.slism.jp/calorie/foodImages/113040.jpg,747,61
メープルバター(めーぷるばたー),0.04,3.48,5.78,1人前,13.0,https://cdn.slism.jp/calorie/foodImages/201392.jpg,747,54
ハニーバター(はちみつバター),0.22,4.95,1.69,1人前,13.0,https://cdn.slism.jp/calorie/foodImages/201391.jpg,747,53
乳酸菌飲料(にゅうさんきんいんりょう),0.77,0.07,11.48,65ml,70.0,https://cdn.slism.jp/calorie/foodImages/113028.jpg,747,50
チーズスプレッド(スプレッド),1.91,3.08,0.07,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/113041.jpg,747,37
梨ジャム(なしジャム/ナシジャム),0.05,0.01,7.83,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/201268.jpg,747,30
マスカルポーネ(マスカルポーネチーズ),0.44,2.82,0.43,１切れ,10.0,https://cdn.slism.jp/calorie/foodImages/118023.jpg,747,29
エバミルク(無糖練乳/練乳),1.36,1.58,2.24,大さじ1,20.0,https://cdn.slism.jp/calorie/foodImages/113012.jpg,747,29
パルメザン(パルメザンチーズ),2.64,1.85,0.11,大さじ1杯,6.0,https://cdn.slism.jp/calorie/foodImages/113038.jpg,747,29
カゼイン(かぜいん),6.03,0.11,0.00,大さじ1,7.0,https://cdn.slism.jp/calorie/foodImages/113048.jpg,747,26
コーヒークリーム(コーヒーフレッシュ/コーヒーホワイトナー),0.39,1.38,3.01,大さじ1,5.0,https://cdn.slism.jp/calorie/foodImages/113023.jpg,747,26
ホエイパウダー(チーズホエーパウダー/乳精粉末),0.88,0.08,5.39,大さじ1,7.0,https://cdn.slism.jp/calorie/foodImages/113050.jpg,747,25
うずらの卵(鶉の卵),1.64,1.70,0.04,1個,13.0,https://cdn.slism.jp/calorie/foodImages/112002.jpg,747,23
卵白(らんぱく),3.99,0.00,0.15,L1個,38.0,https://cdn.slism.jp/calorie/foodImages/112014.jpg,747,18
メレンゲ(ムラング),3.99,0.00,0.15,卵1個分の卵白,38.0,https://cdn.slism.jp/calorie/foodImages/200690.jpg,747,18
リコッタ(リコッタチーズ),0.71,1.15,0.67,1切れ,10.0,https://cdn.slism.jp/calorie/foodImages/118024.jpg,747,16
調味料・香辛料・油
ココナッツミルク(ココナッツ),7.79,65.60,11.48,1缶,410.0,https://cdn.slism.jp/calorie/foodImages/107158.jpg,794,615
みりん(本みりん/ミリン/味醂),0.35,0.00,50.54,100ml,117.0,https://cdn.slism.jp/calorie/foodImages/116025.jpg,794,282
ヘット(牛脂),0.04,19.96,0.00,1個,20.0,https://cdn.slism.jp/calorie/foodImages/114015.jpg,794,188
ラード(ラルド/豚の脂/豚脂),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114016.jpg,794,113
オリーブオイル(オリーブ油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114001.jpg,794,111
ごま油(ゴマオイル/胡麻油/ゴマ油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114002.jpg,794,111
米ぬか油(米ぬかオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114003.jpg,794,111
紅花油(サフラワーオイル/高オレイン酸サフラワー油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114004.jpg,794,111
大豆油(大豆オイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114005.jpg,794,111
サラダ油(調合オイル/調合油/サラダオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114006.jpg,794,111
コーン油(トウモロコシ油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114007.jpg,794,111
なたね油(菜種油/菜種オイル/キャノーラオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114008.jpg,794,111
パーム油(パームオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114009.jpg,794,111
パーム核油(パームカーネルオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114010.jpg,794,111
ひまわり油(ひまわりオイル/高リノール酸ヒマワリ油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114011.jpg,794,111
綿実油(コットンシードオイル/綿の実油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114012.jpg,794,111
ココナッツオイル(ヤシ油/椰子油),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114013.jpg,794,111
落花生油(落花生オイル/ピーナッツオイル),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114014.jpg,794,111
ショートニング(しょーとにんぐ),0.00,12.00,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114022.jpg,794,111
ラー油(らーゆ),0.01,11.98,0.00,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/117006.jpg,794,110
無塩バター(食塩不使用無発酵バター),0.06,9.96,0.02,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114018.jpg,794,92
マーガリン(ソフトタイプマーガリン),0.05,9.79,0.14,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114020.jpg,794,91
バター(有塩バター),0.07,9.72,0.02,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114017.jpg,794,89
梅びしお(調味練り梅),0.28,0.20,19.24,チューブ小,40.0,https://cdn.slism.jp/calorie/foodImages/107024.jpg,794,80
ピーナッツバター(ピーナツバター),3.05,6.08,2.46,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/105037.jpg,794,77
ファットスプレッド(ファットスプレッドマーガリン),0.05,8.16,0.08,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/114021.jpg,794,76
あんずジャム(杏子ジャム),0.06,0.02,13.63,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107010.jpg,794,55
いちごジャム(苺ジャム/イチゴジャム),0.08,0.02,13.29,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107013.jpg,794,54
マーマレード(ママレード/柑橘ジャム/オレンジジャム),0.04,0.02,13.27,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107046.jpg,794,54
リンゴジャム(りんごジャム),0.04,0.02,11.07,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107154.jpg,794,45
低糖度あんずジャム(低糖度杏子ジャム),0.08,0.02,10.61,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107011.jpg,794,43
低糖度いちごジャム(低糖度苺ジャム),0.11,0.02,10.16,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107014.jpg,794,41
低糖度マーマレード(低糖度柑橘ジャム/ミカンジャム),0.06,0.02,10.02,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107047.jpg,794,41
ぶどうジャム(葡萄ジャム),0.11,0.02,9.98,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107123.jpg,794,41
ブルーベリージャム(ブルーベリーコンフィチュール),0.15,0.06,9.20,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/107125.jpg,794,38
ゼラチン(豚ゼラチン),9.64,0.03,0.00,大さじ1,11.0,https://cdn.slism.jp/calorie/foodImages/111198.jpg,794,38
中濃ソース(ソース),0.14,0.02,5.24,大さじ1,17.0,https://cdn.slism.jp/calorie/foodImages/117002.jpg,794,22
濃厚ソース(ソース/とんかつソース),0.15,0.02,5.25,大さじ1,17.0,https://cdn.slism.jp/calorie/foodImages/117003.jpg,794,22
たまり醤油(溜りしょう油),2.12,0.00,2.86,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117009.jpg,794,20
ウスターソース(ソース),0.17,0.02,4.56,大さじ1,17.0,https://cdn.slism.jp/calorie/foodImages/117001.jpg,794,20
再仕込み醤油(さしみ醤油/甘露醤油),1.73,0.00,2.86,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117010.jpg,794,18
白醤油(白しょうゆ),0.45,0.00,3.46,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117011.jpg,794,16
醤油(濃口醤油/しょう油),1.39,0.00,1.82,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117007.jpg,794,13
タバスコ(チリペッパーソース),0.14,0.10,1.04,大さじ1,20.0,https://cdn.slism.jp/calorie/foodImages/117005.jpg,794,11
豆板醤(トウバンジャン),0.36,0.41,1.42,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117004.jpg,794,11
薄口醤油(薄口しょう油),1.03,0.00,1.40,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117008.jpg,794,10
米酢(麹酢),0.03,0.00,1.11,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117016.jpg,794,7
りんご酢(リンゴ酢),0.02,0.00,0.36,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117018.jpg,794,4
酢(お酢/穀物酢/す),0.02,0.00,0.36,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117015.jpg,794,4
ぶどう酢(ワインビネガー/ワイン酢/葡萄酢),0.02,0.00,0.18,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117017.jpg,794,3
酒粕(酒かす),44.70,4.50,71.40,1パック,300.0,https://cdn.slism.jp/calorie/foodImages/117053.jpg,794,681
ミートソース(ボロネーゼ/ボロネーズ),11.21,14.75,29.80,1缶,295.0,https://cdn.slism.jp/calorie/foodImages/117033.jpg,794,298
チリソース(チリ),3.96,0.22,57.86,1瓶,220.0,https://cdn.slism.jp/calorie/foodImages/117038.jpg,794,253
トマトペースト(とまとペースト),7.98,0.21,46.20,1カップ,210.0,https://cdn.slism.jp/calorie/foodImages/117035.jpg,794,187
トマトソース(サルサ・ポモドーロ),5.90,0.59,25.08,1缶,295.0,https://cdn.slism.jp/calorie/foodImages/117037.jpg,794,130
カレールー(カレールウ/カレーライスのルウ),1.30,6.82,8.94,市販ルー1かけら,20.0,https://cdn.slism.jp/calorie/foodImages/117051.jpg,794,102
ハヤシルー(ハヤシライスのルウ),1.16,6.64,9.50,市販ルー1かけら,20.0,https://cdn.slism.jp/calorie/foodImages/117052.jpg,794,102
めんつゆ(ストレート麺つゆ),4.40,0.00,17.40,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117029.jpg,794,88
トマトピューレ(トマトピューレー/ピューレー),3.99,0.21,20.79,1カップ,210.0,https://cdn.slism.jp/calorie/foodImages/117034.jpg,794,86
マヨネーズ(全卵型マヨネーズ),0.18,9.04,0.54,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/117042.jpg,794,84
マヨネーズ卵黄型(マヨネーズ卵黄),0.34,8.68,0.20,大匙１,12.0,https://cdn.slism.jp/calorie/foodImages/117043.jpg,794,80
サウザンアイランドドレッシング(サザンアイランドドレッシング),0.15,6.21,1.38,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117041.jpg,794,62
フレンチドレッシング(フレンチタイプドレッシング/フレンチソース),0.02,6.29,0.89,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117040.jpg,794,61
からし(洋辛子/ねりがらし/練りからし/白辛子),1.06,2.61,7.22,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117058.jpg,794,57
みりん風調味料(みりん),0.02,0.00,10.43,大さじ1,19.0,https://cdn.slism.jp/calorie/foodImages/117054.jpg,794,43
粒入りマスタード(練り粒マスタード),1.37,2.88,2.29,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117060.jpg,794,41
味噌(米味噌/甘みそ/甘味噌/ミソ),1.75,0.54,6.82,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117044.jpg,794,39
豆味噌(豆みそ),3.10,1.89,2.61,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117048.jpg,794,39
麦味噌(麦みそ),1.75,0.77,5.40,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117047.jpg,794,36
淡色辛味噌(白辛口味噌),2.25,1.08,3.94,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117045.jpg,794,35
麻婆豆腐の素(マーボー豆腐の素),1.26,1.89,3.12,一人分,30.0,https://cdn.slism.jp/calorie/foodImages/117032.jpg,794,35
赤色辛味噌(赤辛口味噌),2.36,0.99,3.80,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117046.jpg,794,33
マスタード(練りマスタード),0.86,1.91,2.36,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117059.jpg,794,31
風味調味料(顆粒風味調味料/本だし/うま味),2.90,0.04,3.73,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/117028.jpg,794,27
粉からし(からし粉),1.98,0.86,2.62,大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/117057.jpg,794,26
クローブ(クローブ粉/クローブス),0.43,0.82,3.98,パウダー大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/117062.jpg,794,25
カレー粉(カレー粉末),0.78,0.73,3.80,大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/117061.jpg,794,25
オールスパイス(ピメント),0.34,0.34,4.51,大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/117055.jpg,794,22
オニオンパウダー(たまねぎ粉),0.53,0.07,4.79,大さじ1,6.0,https://cdn.slism.jp/calorie/foodImages/117056.jpg,794,22
オイスターソース(牡蠣油),1.39,0.05,3.29,おおさじ1,18.0,https://cdn.slism.jp/calorie/foodImages/117031.jpg,794,19
ケチャップ(トマトケチャップ),0.26,0.00,4.11,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/117036.jpg,794,18
鶏がらスープ(鶏がらだし/鶏ガラ),2.20,0.40,0.00,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117024.jpg,794,14
和風ドレッシング(ドレッシングタイプ和風調味料/和風ノンオイルドレッシング),0.53,0.02,2.74,大さじ1,17.0,https://cdn.slism.jp/calorie/foodImages/117039.jpg,794,14
洋風だし(スープの素),2.60,0.00,0.60,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117026.jpg,794,12
コンソメ(固形コンソメ),0.35,0.22,2.11,1個,5.0,https://cdn.slism.jp/calorie/foodImages/117027.jpg,794,12
昆布だし(こんぶだし),0.20,0.00,1.80,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117020.jpg,794,8
シイタケだし(しいたけだし),0.20,0.00,1.80,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117022.jpg,794,8
セージ(セージ粉末),0.13,0.20,1.34,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117070.jpg,794,8
白こしょう(ホワイトペッパー/白胡椒),0.20,0.13,1.40,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117064.jpg,794,8
山椒(山椒粉末/さんしょう),0.21,0.12,1.39,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117066.jpg,794,8
こしょう(胡椒/コショウ),0.21,0.12,1.37,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117065.jpg,794,7
しょうが粉(生姜粉末),0.16,0.10,1.45,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117068.jpg,794,7
黒こしょう(ブラックペッパー/黒胡椒),0.22,0.12,1.33,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117063.jpg,794,7
シナモン(シナモン粉末),0.07,0.07,1.59,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117067.jpg,794,7
タイム(タイム粉末),0.13,0.10,1.40,小さじ1,2.0,https://cdn.slism.jp/calorie/foodImages/117071.jpg,794,7
かつおだし(カツオだし),1.00,0.20,0.00,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117019.jpg,794,6
中華だし(中華だしスープ),1.60,0.00,0.00,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117025.jpg,794,6
かつお昆布だし(カツオ昆布だし),0.60,0.00,0.60,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117021.jpg,794,4
煮干しだし(にぼしだし/煮干し),0.20,0.20,0.00,1カップ,200.0,https://cdn.slism.jp/calorie/foodImages/117023.jpg,794,2
ホワイトソース(クリームソース/ベシャメルソース),6.83,20.41,19.31,１カップ,200.3,https://cdn.slism.jp/calorie/foodImages/200197.jpg,794,294
デミグラスソース(ドミグラスソース),4.80,14.74,7.69,おたま一杯,124.1,https://cdn.slism.jp/calorie/foodImages/200150.jpg,794,204
バジルソース(ペスト/ペストジェノヴェーゼ),0.86,9.76,0.41,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/200666.jpg,794,95
オランデーズソース(オランデーズ),0.38,6.91,0.14,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/200484.jpg,794,66
バーニャカウダソース(バーニャカウダサラダのソース),0.71,6.14,0.83,大さじ1,12.0,https://cdn.slism.jp/calorie/foodImages/200769.jpg,794,63
ランチドレッシング(レンチドレッシング),0.38,6.46,0.95,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/200573.jpg,794,62
タテギ(タデギ),1.07,3.96,4.92,大さじ１,17.8,https://cdn.slism.jp/calorie/foodImages/201056.jpg,794,61
サワークリーム(サワークリーム),0.33,5.96,0.50,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/200486.jpg,794,58
レモンカード(レモンカード),0.39,2.39,6.46,大さじ1,14.0,https://cdn.slism.jp/calorie/foodImages/200788.jpg,794,49
コチュジャン(唐辛子味噌),1.39,0.63,9.09,大さじ1,18.0,https://cdn.slism.jp/calorie/foodImages/200211.jpg,794,46
タルタルソース(タルタル),0.87,3.31,1.14,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/200162.jpg,794,43
ヤンニョム(キムチの素),1.28,1.45,6.03,大さじ１,21.3,https://cdn.slism.jp/calorie/foodImages/200416.jpg,794,42
キャラメルソース(カラメルソース),0.00,0.00,9.30,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/200665.jpg,794,36
にんじんドレッシング(キャロットドレッシング/人参ドレッシング),0.23,2.40,2.78,大さじ1,14.8,https://cdn.slism.jp/calorie/foodImages/201143.jpg,794,35
レフォールソース(クレームレフォール),0.42,2.99,1.42,大さじ1,14.7,https://cdn.slism.jp/calorie/foodImages/201131.jpg,794,34
わさびドレッシング(山葵ドレッシング/わさび風味ドレッシング),0.53,2.30,1.22,大さじ1,15.1,https://cdn.slism.jp/calorie/foodImages/201136.jpg,794,32
